1000	tst0	22/11/2020	13:08:32	1	1	00
1000	tst1	22/11/2020	13:08:32	1	1	00
1000	tst2	22/11/2020	13:08:32	1	1	00
1000	tst3	22/11/2020	13:08:32	1	1	00
1000	tst4	22/11/2020	13:08:32	1	1	00
1000	tst5	22/11/2020	13:08:32	1	1	00
1000	tst6	22/11/2020	13:08:32	1	1	00
1000	tst7	22/11/2020	13:08:32	1	1	00
1000	tst8	22/11/2020	13:08:32	1	1	00
1000	file_8	22/11/2020	13:08:32	0	0	d41d8cd98f00b204e9800998ecf8427e
1000	file_8	22/11/2020	13:08:32	1	0	d41d8cd98f00b204e9800998ecf8427e
1000	file_8	22/11/2020	13:08:32	2	0	af92bd06291981349d502454ac039e6b
1000	file_8	22/11/2020	13:08:32	2	0	43f8eb21bac46c37040a2bb0a782ec8e
1000	file_8	22/11/2020	13:08:32	2	0	0bff563478bc6a21cf62d67a00275b0c
1000	file_8	22/11/2020	13:08:32	2	0	dd88b86d1729c1e02a5180c254fcfcfa
1001	tst0	22/11/2020	13:08:38	1	1	00
1001	tst1	22/11/2020	13:08:38	1	1	00
1001	tst2	22/11/2020	13:08:38	1	1	00
1001	tst3	22/11/2020	13:08:38	1	1	00
1001	tst4	22/11/2020	13:08:38	1	1	00
1001	tst5	22/11/2020	13:08:38	1	1	00
1001	tst6	22/11/2020	13:08:38	1	1	00
1001	tst7	22/11/2020	13:08:38	1	1	00
1001	tst8	22/11/2020	13:08:38	1	1	00
1001	file_8	22/11/2020	13:08:38	0	0	d41d8cd98f00b204e9800998ecf8427e
1001	file_8	22/11/2020	13:08:38	1	0	d41d8cd98f00b204e9800998ecf8427e
1001	file_8	22/11/2020	13:08:38	2	0	af92bd06291981349d502454ac039e6b
1001	file_8	22/11/2020	13:08:38	2	0	43f8eb21bac46c37040a2bb0a782ec8e
1001	file_8	22/11/2020	13:08:38	2	0	0bff563478bc6a21cf62d67a00275b0c
1001	file_8	22/11/2020	13:08:38	2	0	dd88b86d1729c1e02a5180c254fcfcfa
1000	tst0	22/11/2020	13:08:39	1	1	00
1000	tst1	22/11/2020	13:08:39	1	1	00
1000	tst2	22/11/2020	13:08:39	1	1	00
1000	tst3	22/11/2020	13:08:39	1	1	00
1000	tst4	22/11/2020	13:08:39	1	1	00
1000	tst5	22/11/2020	13:08:39	1	1	00
1000	tst6	22/11/2020	13:08:39	1	1	00
1000	tst7	22/11/2020	13:08:39	1	1	00
1000	tst8	22/11/2020	13:08:40	1	1	00
1000	file_8	22/11/2020	13:08:40	1	0	d41d8cd98f00b204e9800998ecf8427e
1000	file_8	22/11/2020	13:08:40	1	0	d41d8cd98f00b204e9800998ecf8427e
1000	file_8	22/11/2020	13:08:40	2	0	af92bd06291981349d502454ac039e6b
1000	file_8	22/11/2020	13:08:40	2	0	43f8eb21bac46c37040a2bb0a782ec8e
1000	file_8	22/11/2020	13:08:40	2	0	0bff563478bc6a21cf62d67a00275b0c
1000	file_8	22/11/2020	13:08:40	2	0	dd88b86d1729c1e02a5180c254fcfcfa
1001	tst0	22/11/2020	13:08:41	1	1	00
1001	tst1	22/11/2020	13:08:41	1	1	00
1001	tst2	22/11/2020	13:08:41	1	1	00
1001	tst3	22/11/2020	13:08:41	1	1	00
1001	tst4	22/11/2020	13:08:41	1	1	00
1001	tst5	22/11/2020	13:08:41	1	1	00
1001	tst6	22/11/2020	13:08:41	1	1	00
1001	tst7	22/11/2020	13:08:41	1	1	00
1001	tst8	22/11/2020	13:08:41	1	1	00
1001	file_8	22/11/2020	13:08:41	1	0	d41d8cd98f00b204e9800998ecf8427e
1001	file_8	22/11/2020	13:08:41	1	0	d41d8cd98f00b204e9800998ecf8427e
1001	file_8	22/11/2020	13:08:41	2	0	af92bd06291981349d502454ac039e6b
1001	file_8	22/11/2020	13:08:41	2	0	43f8eb21bac46c37040a2bb0a782ec8e
1001	file_8	22/11/2020	13:08:41	2	0	0bff563478bc6a21cf62d67a00275b0c
1001	file_8	22/11/2020	13:08:41	2	0	dd88b86d1729c1e02a5180c254fcfcfa
1001	file_8	22/11/2020	13:08:42	1	0	d41d8cd98f00b204e9800998ecf8427e
1002	file_8	22/11/2020	13:08:42	1	0	d41d8cd98f00b204e9800998ecf8427e
1002	file_8	22/11/2020	13:08:42	2	0	af92bd06291981349d502454ac039e6b
1002	file_8	22/11/2020	13:08:42	2	0	43f8eb21bac46c37040a2bb0a782ec8e
1002	file_8	22/11/2020	13:08:42	2	0	0bff563478bc6a21cf62d67a00275b0c
1002	file_8	22/11/2020	13:08:42	2	0	dd88b86d1729c1e02a5180c254fcfcfa
1002	file_8	22/11/2020	13:08:48	2	0	af92bd06291981349d502454ac039e6b
